r,theta,mu,nu,residual
1.660000000000000142e+00,5.673716332383166971e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.100435003056887240e+01
1.590000000000000080e+00,5.604601294004191381e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.100297823524049079e+01
1.610000000000000098e+00,5.617167664618550660e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.100097482966427620e+01
1.479999999999999982e+00,5.566902182161113544e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.099968377398020181e+01
1.640000000000000124e+00,5.642300405847269218e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.099947198278848504e+01
1.449999999999999956e+00,5.566902182161113544e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.099696476217173569e+01
1.410000000000000142e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.099589597475290503e+01
1.660000000000000142e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.099576625118252693e+01
1.439999999999999947e+00,5.673716332383166971e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.099401569415168822e+01
1.650000000000000133e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.099209807178749543e+01
1.620000000000000107e+00,5.723981814840603199e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.099202651456703705e+01
1.580000000000000071e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.099040905520953260e+01
1.640000000000000124e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.098969921904445712e+01
1.620000000000000107e+00,5.623450849925729855e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.098612312353196074e+01
1.489999999999999991e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.098385679593806685e+01
1.419999999999999929e+00,5.654866776461627609e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.098041840179891793e+01
1.489999999999999991e+00,5.566902182161113544e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.097984444825257100e+01
1.660000000000000142e+00,5.667433147075986888e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.097787533676111948e+01
1.550000000000000044e+00,5.723981814840603199e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.097758963500622187e+01
1.400000000000000133e+00,5.610884479311370576e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.097570142300210350e+01
1.439999999999999947e+00,5.566902182161113544e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.097524518018195394e+01
1.400000000000000133e+00,5.604601294004191381e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.097422342654039440e+01
1.520000000000000018e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.097420666647594700e+01
1.540000000000000036e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.097052638122666934e+01
1.570000000000000062e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.096898654178125199e+01
1.410000000000000142e+00,5.642300405847269218e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.096852963133628833e+01
1.400000000000000133e+00,5.617167664618550660e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.096833207520067432e+01
1.660000000000000142e+00,5.705132258919064725e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.096462574820126079e+01
1.400000000000000133e+00,5.598318108697011297e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.096397381219306411e+01
1.419999999999999929e+00,5.573185367468293627e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.096350344672029209e+01
1.630000000000000115e+00,5.629734035232909939e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.096186089341801306e+01
1.429999999999999938e+00,5.667433147075986888e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.096132027242650508e+01
1.520000000000000018e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.095871840345883541e+01
1.630000000000000115e+00,5.723981814840603199e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.095768490465732015e+01
1.410000000000000142e+00,5.579468552775472823e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.095489346050622004e+01
1.400000000000000133e+00,5.623450849925729855e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.095204706205818113e+01
1.650000000000000133e+00,5.648583591154448413e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.095034638148110062e+01
1.500000000000000000e+00,5.566902182161113544e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.094968807557766866e+01
1.500000000000000000e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.094614504388633947e+01
1.400000000000000133e+00,5.592034923389832102e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.094503552541860003e+01
1.429999999999999938e+00,5.566902182161113544e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.094310743773235828e+01
1.660000000000000142e+00,5.661149961768807692e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.094014439787178716e+01
1.540000000000000036e+00,5.723981814840603199e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.093892042966285061e+01
1.560000000000000053e+00,5.585751738082652906e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.093886125432784695e+01
1.650000000000000133e+00,5.717698629533424004e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.093291901997348603e+01
1.590000000000000080e+00,5.730265000147783283e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.093244473020549279e+01
1.600000000000000089e+00,5.730265000147783283e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.092946243935333683e+01
1.459999999999999964e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.092926435834779042e+01
1.640000000000000124e+00,5.636017220540089134e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.092806272674935641e+01
1.400000000000000133e+00,5.629734035232909939e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.092678564559397714e+01
1.580000000000000071e+00,5.730265000147783283e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.092636032006096869e+01
1.449999999999999956e+00,5.686282702997526250e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.092555896481680833e+01
1.670000000000000151e+00,5.686282702997526250e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.092482670822493773e+01
1.670000000000000151e+00,5.692565888304705446e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.092178943259756352e+01
1.660000000000000142e+00,5.711415444226243920e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.092178171709033663e+01
1.469999999999999973e+00,5.698849073611884641e+00,1.000000000000000021e-02,1.000000000000000021e-02,-3.092115237061512545e+01
